,name,position,team,xP,assists,bonus,bps,clean_sheets,creativity,element,expected_assists,expected_goal_involvements,expected_goals,expected_goals_conceded,fixture,goals_conceded,goals_scored,ict_index,influence,kickoff_time,minutes,mng_clean_sheets,mng_draw,mng_goals_scored,mng_loss,mng_underdog_draw,mng_underdog_win,mng_win,modified,opponent_team,own_goals,penalties_missed,penalties_saved,red_cards,round,saves,selected,starts,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards
0,Welington Damascena Santos,DEF,Southampton,0.8,0,0,22,1,10.9,718,0.01,0.01,0.0,1.71,358,0,0,4.0,27.0,2025-05-10T14:00:00Z,87,0,0,0,0,0,0,0,False,13,0,0,0,0,36,0,1416,1,0,0,2.0,6,-26,32,58,40,True,0
1,Alex Scott,MID,Bournemouth,1.0,0,0,1,0,17.5,77,0.11,0.14,0.03,0.92,351,1,0,2.4,4.6,2025-05-10T16:30:00Z,45,0,0,0,0,0,0,0,False,2,0,0,0,0,36,0,3422,1,1,0,2.0,0,27,63,36,47,True,1
2,Carlos Miguel dos Santos Pereira,GK,Nott'm Forest,1.0,0,0,0,0,0.0,427,0.0,0.0,0.0,0.0,357,0,0,0.0,0.0,2025-05-11T13:15:00Z,0,0,0,0,0,0,0,0,False,11,0,0,0,0,36,0,15800,0,2,2,0.0,0,-33,143,176,41,True,0
3,Tomiyasu Takehiro,DEF,Arsenal,0.0,0,0,0,0,0.0,22,0.0,0.0,0.0,0.0,354,0,0,0.0,0.0,2025-05-11T15:30:00Z,0,0,0,0,0,0,0,0,False,12,0,0,0,0,36,0,3813,0,2,2,0.0,0,4,28,24,48,False,0
4,Malcolm Ebiowei,MID,Crystal Palace,0.0,0,0,0,0,0.0,197,0.0,0.0,0.0,0.0,359,0,0,0.0,0.0,2025-05-11T13:15:00Z,0,0,0,0,0,0,0,0,False,18,0,0,0,0,36,0,239,0,2,0,0.0,0,0,0,0,45,False,0
5,Ben Brereton Díaz,MID,Southampton,0.0,0,0,0,0,0.0,584,0.0,0.0,0.0,0.0,358,0,0,0.0,0.0,2025-05-10T14:00:00Z,0,0,0,0,0,0,0,0,False,13,0,0,0,0,36,0,14238,0,0,0,0.0,0,-29,0,29,48,True,0
6,Pau Torres,DEF,Aston Villa,2.0,0,0,3,0,0.0,52,0.0,0.0,0.0,0.72,351,0,0,0.2,2.0,2025-05-10T16:30:00Z,20,0,0,0,0,0,0,0,False,3,0,0,0,0,36,0,89251,0,1,0,0.0,1,888,1986,1098,42,False,0
7,Joel Ward,DEF,Crystal Palace,0.0,0,0,0,0,0.0,215,0.0,0.0,0.0,0.0,359,0,0,0.0,0.0,2025-05-11T13:15:00Z,0,0,0,0,0,0,0,0,False,18,0,0,0,0,36,0,8348,0,2,0,0.0,0,1,43,42,43,False,0
8,Antonín Kinsky,GK,Spurs,0.8,0,0,20,0,0.0,716,0.0,0.0,0.0,3.39,359,2,0,6.5,65.2,2025-05-11T13:15:00Z,90,0,0,0,0,0,0,0,False,7,0,0,0,0,36,8,14405,1,2,0,0.0,3,-351,166,517,41,True,0
9,Will Lankshear,FWD,Spurs,0.0,0,0,0,0,0.0,609,0.0,0.0,0.0,0.0,359,0,0,0.0,0.0,2025-05-11T13:15:00Z,0,0,0,0,0,0,0,0,False,7,0,0,0,0,36,0,111828,0,2,0,0.0,0,-918,0,918,45,True,0
10,Hwang Hee-chan,MID,Wolves,0.2,0,0,0,0,0.0,550,0.0,0.0,0.0,0.0,360,0,0,0.0,0.0,2025-05-10T14:00:00Z,0,0,0,0,0,0,0,0,False,5,0,0,0,0,36,0,28818,0,2,0,0.0,0,-31,426,457,61,True,0
11,Mikey Moore,MID,Spurs,0.8,0,0,5,0,1.2,610,0.01,0.01,0.0,3.21,359,2,0,0.9,4.2,2025-05-11T13:15:00Z,71,0,0,0,0,0,0,0,False,7,0,0,0,0,36,0,22008,0,2,0,4.0,2,-5,100,105,45,True,0
12,Hákon Valdimarsson,GK,Brentford,0.5,0,0,0,0,0.0,109,0.0,0.0,0.0,0.0,353,0,0,0.0,0.0,2025-05-10T14:00:00Z,0,0,0,0,0,0,0,0,False,10,0,0,0,0,36,0,355053,0,1,0,0.0,0,-12667,501,13168,39,False,0
13,Alex Paulsen,GK,Bournemouth,0.0,0,0,0,0,0.0,75,0.0,0.0,0.0,0.0,351,0,0,0.0,0.0,2025-05-10T16:30:00Z,0,0,0,0,0,0,0,0,False,2,0,0,0,0,36,0,1983,0,1,0,0.0,0,-12,0,12,40,True,0
14,João Victor Gomes da Silva,MID,Wolves,2.2,0,0,10,0,3.7,553,0.02,0.02,0.0,0.91,360,1,0,0.4,0.0,2025-05-10T14:00:00Z,59,0,0,0,0,0,0,0,False,5,0,0,0,0,36,0,28226,1,2,0,0.0,1,682,2034,1352,49,True,0
15,Cole Palmer,MID,Chelsea,3.7,0,0,11,0,18.3,182,0.04,0.27,0.23,1.57,356,2,0,4.9,9.4,2025-05-11T11:00:00Z,90,0,0,0,0,0,0,0,False,15,0,0,0,0,36,0,3900595,1,0,2,21.0,2,-7311,89012,96323,105,False,0
16,Mitoma Kaoru,MID,Brighton,3.2,0,0,4,0,3.3,136,0.0,0.0,0.0,0.08,360,0,0,1.1,3.8,2025-05-10T14:00:00Z,10,0,0,0,0,0,0,0,False,20,0,0,0,0,36,0,742186,0,2,0,4.0,1,-55334,13195,68529,64,False,0
17,Boubakary Soumaré,MID,Leicester,0.2,0,0,4,0,1.0,285,0.01,0.01,0.0,0.08,357,0,0,1.5,12.0,2025-05-11T13:15:00Z,30,0,0,0,0,0,0,0,False,16,0,0,0,0,36,0,32485,0,2,2,2.0,1,-564,317,881,44,False,0
18,Chris Wood,FWD,Nott'm Forest,6.0,0,2,27,0,10.7,447,0.0,0.74,0.74,1.07,357,2,1,7.9,29.2,2025-05-11T13:15:00Z,90,0,0,0,0,0,0,0,False,11,0,0,0,0,36,0,3636359,1,2,2,39.0,8,368352,424287,55935,71,True,0
19,Joe Worrall,DEF,Nott'm Forest,0.0,0,0,0,0,0.0,448,0.0,0.0,0.0,0.0,357,0,0,0.0,0.0,2025-05-11T13:15:00Z,0,0,0,0,0,0,0,0,False,11,0,0,0,0,36,0,2191,0,2,2,0.0,0,-2,0,2,45,True,0
20,Jeffrey Schlupp,MID,Crystal Palace,0.0,0,0,0,0,0.0,214,0.0,0.0,0.0,0.0,359,0,0,0.0,0.0,2025-05-11T13:15:00Z,0,0,0,0,0,0,0,0,False,18,0,0,0,0,36,0,5153,0,2,0,0.0,0,-33,0,33,46,False,0
21,Milos Kerkez,DEF,Bournemouth,3.5,0,0,11,0,22.8,70,0.03,0.06,0.03,0.98,351,1,0,4.7,13.4,2025-05-10T16:30:00Z,87,0,0,0,0,0,0,0,False,2,0,0,0,0,36,0,2001456,1,1,0,11.0,2,-28480,38423,66903,53,True,0
22,Adrian Mazilu,MID,Brighton,0.0,0,0,0,0,0.0,133,0.0,0.0,0.0,0.0,360,0,0,0.0,0.0,2025-05-10T14:00:00Z,0,0,0,0,0,0,0,0,False,20,0,0,0,0,36,0,1223,0,2,0,0.0,0,-2,0,2,45,False,0
23,Jason Steele,GK,Brighton,0.0,0,0,0,0,0.0,142,0.0,0.0,0.0,0.0,360,0,0,0.0,0.0,2025-05-10T14:00:00Z,0,0,0,0,0,0,0,0,False,20,0,0,0,0,36,0,79819,0,2,0,0.0,0,-192,287,479,40,False,0
24,Arijanet Muric,GK,Ipswich,0.0,0,0,0,0,0.0,568,0.0,0.0,0.0,0.0,353,0,0,0.0,0.0,2025-05-10T14:00:00Z,0,0,0,0,0,0,0,0,False,4,0,0,0,0,36,0,53082,0,1,0,0.0,0,-1236,183,1419,44,True,0
25,Harvey Davies,GK,Liverpool,0.0,0,0,0,0,0.0,669,0.0,0.0,0.0,0.0,354,0,0,0.0,0.0,2025-05-11T15:30:00Z,0,0,0,0,0,0,0,0,False,1,0,0,0,0,36,0,2072,0,2,2,0.0,0,6,41,35,40,True,0
26,Carl Rushworth,GK,Brighton,0.0,0,0,0,0,0.0,615,0.0,0.0,0.0,0.0,360,0,0,0.0,0.0,2025-05-10T14:00:00Z,0,0,0,0,0,0,0,0,False,20,0,0,0,0,36,0,7777,0,2,0,0.0,0,-111,105,216,39,False,0
27,Ibrahim Sangaré,MID,Nott'm Forest,2.0,0,0,20,0,20.1,442,0.02,0.02,0.0,0.92,357,2,0,4.0,20.0,2025-05-11T13:15:00Z,82,0,0,0,0,0,0,0,False,11,0,0,0,0,36,0,136490,1,2,2,0.0,2,-1664,1575,3239,43,True,0
28,Hannibal Mejbri,MID,Man Utd,0.0,0,0,0,0,0.0,373,0.0,0.0,0.0,0.0,355,0,0,0.0,0.0,2025-05-11T13:15:00Z,0,0,0,0,0,0,0,0,False,19,0,0,0,0,36,0,3445,0,2,0,0.0,0,-2,0,2,45,True,0
29,Brandon Austin,GK,Spurs,0.0,0,0,0,0,0.0,479,0.0,0.0,0.0,0.0,359,0,0,0.0,0.0,2025-05-11T13:15:00Z,0,0,0,0,0,0,0,0,False,7,0,0,0,0,36,0,48794,0,2,0,0.0,0,-393,96,489,40,True,0
30,Fabian Hürzeler,AM,Brighton,7.5,0,0,0,0,0.0,739,0.0,0.0,0.0,0.0,360,0,0,0.0,0.0,2025-05-10T14:00:00Z,0,1,0,2,0,0,0,1,False,20,0,0,0,0,36,0,2068,0,2,0,0.0,10,-575,72,647,11,False,0
31,Conor Coady,DEF,Leicester,3.5,0,0,18,0,0.2,288,0.0,0.41,0.41,1.31,357,2,1,7.8,43.2,2025-05-11T13:15:00Z,90,0,0,0,0,0,0,0,False,16,0,0,0,0,36,0,37243,1,2,2,35.0,7,65,2164,2099,40,False,0
32,Wes Foderingham,GK,West Ham,0.0,0,0,0,0,0.0,522,0.0,0.0,0.0,0.0,355,0,0,0.0,0.0,2025-05-11T13:15:00Z,0,0,0,0,0,0,0,0,False,14,0,0,0,0,36,0,14874,0,2,0,0.0,0,-33,52,85,42,False,0
33,Armando Broja,FWD,Everton,0.5,0,0,0,0,0.0,156,0.0,0.0,0.0,0.0,352,0,0,0.0,0.0,2025-05-10T14:00:00Z,0,0,0,0,0,0,0,0,False,9,0,0,0,0,36,0,6690,0,3,1,0.0,0,-295,212,507,53,False,0
34,Adam Webster,DEF,Brighton,2.0,0,2,29,1,0.7,147,0.01,0.01,0.0,0.91,360,0,0,1.7,16.4,2025-05-10T14:00:00Z,90,0,0,0,0,0,0,0,False,20,0,0,0,0,36,0,8969,1,2,0,0.0,8,-70,37,107,43,False,0
35,Thomas Partey,MID,Arsenal,1.5,0,0,14,0,15.3,20,0.23,0.23,0.0,2.56,354,2,0,3.4,14.8,2025-05-11T15:30:00Z,90,0,0,0,0,0,0,0,False,12,0,0,0,0,36,0,82400,1,2,2,4.0,2,-1512,733,2245,49,False,0
36,Harry Wilson,MID,Fulham,1.8,0,0,15,0,11.3,259,0.03,0.33,0.3,1.03,352,3,0,7.1,8.2,2025-05-10T14:00:00Z,73,0,0,0,0,0,0,0,False,8,0,0,0,0,36,0,24570,1,3,1,51.0,2,267,941,674,52,True,0
37,Mathis Amougou,MID,Chelsea,-0.5,0,0,0,0,0.0,771,0.0,0.0,0.0,0.0,356,0,0,0.0,0.0,2025-05-11T11:00:00Z,0,0,0,0,0,0,0,0,False,15,0,0,0,0,36,0,332,0,0,2,0.0,0,6,17,11,45,False,0
38,Kasey McAteer,MID,Leicester,0.2,0,0,11,0,16.4,299,0.01,0.16,0.15,1.23,357,2,0,7.4,18.6,2025-05-11T13:15:00Z,76,0,0,0,0,0,0,0,False,16,0,0,0,0,36,0,4300,1,2,2,39.0,2,-183,38,221,47,False,0
39,Curtis Jones,MID,Liverpool,1.5,0,0,17,0,12.1,324,0.03,0.13,0.1,1.46,354,1,0,5.4,20.4,2025-05-11T15:30:00Z,66,0,0,0,0,0,0,0,False,1,0,0,0,0,36,0,28248,1,2,2,21.0,2,-290,189,479,53,True,0
40,Wes Burns,MID,Ipswich,0.0,0,0,0,0,0.0,264,0.0,0.0,0.0,0.0,353,0,0,0.0,0.0,2025-05-10T14:00:00Z,0,0,0,0,0,0,0,0,False,4,0,0,0,0,36,0,3184,0,1,0,0.0,0,-3,18,21,47,True,0
41,Treymaurice Nyoni,MID,Liverpool,0.0,0,0,0,0,0.0,688,0.0,0.0,0.0,0.0,354,0,0,0.0,0.0,2025-05-11T15:30:00Z,0,0,0,0,0,0,0,0,False,1,0,0,0,0,36,0,539,0,2,2,0.0,0,1,19,18,45,True,0
42,Gustavo Nunes Fernandes Gomes,MID,Brentford,1.0,0,0,0,0,0.0,634,0.0,0.0,0.0,0.0,353,0,0,0.0,0.0,2025-05-10T14:00:00Z,0,0,0,0,0,0,0,0,False,10,0,0,0,0,36,0,402,0,1,0,0.0,0,15,22,7,49,False,0
43,Yunus Emre Konak,MID,Brentford,1.3,0,0,3,0,0.1,97,0.0,0.0,0.0,0.17,353,0,0,0.0,0.0,2025-05-10T14:00:00Z,1,0,0,0,0,0,0,0,False,10,0,0,0,0,36,0,6453,0,1,0,0.0,1,1,59,58,44,False,0
44,Max Kilman,DEF,West Ham,2.5,0,0,26,1,0.3,524,0.0,0.08,0.08,2.28,355,0,0,2.8,23.6,2025-05-11T13:15:00Z,90,0,0,0,0,0,0,0,False,14,0,0,0,0,36,0,143484,1,2,0,4.0,6,-4080,415,4495,43,False,0
45,Deniz Undav,FWD,Brighton,0.0,0,0,0,0,0.0,143,0.0,0.0,0.0,0.0,360,0,0,0.0,0.0,2025-05-10T14:00:00Z,0,0,0,0,0,0,0,0,False,20,0,0,0,0,36,0,470,0,2,0,0.0,0,-3,0,3,55,False,0
46,Alex Murphy,DEF,Newcastle,0.0,0,0,0,0,0.0,390,0.0,0.0,0.0,0.0,356,0,0,0.0,0.0,2025-05-11T11:00:00Z,0,0,0,0,0,0,0,0,False,6,0,0,0,0,36,0,57660,0,0,2,0.0,0,-327,0,327,40,True,0
47,George Edmundson,DEF,Ipswich,0.0,0,0,0,0,0.0,269,0.0,0.0,0.0,0.0,353,0,0,0.0,0.0,2025-05-10T14:00:00Z,0,0,0,0,0,0,0,0,False,4,0,0,0,0,36,0,6145,0,1,0,0.0,0,-21,0,21,40,True,0
48,Vitor de Oliveira Nunes dos Reis,DEF,Man City,1.0,0,0,0,0,0.0,733,0.0,0.0,0.0,0.0,358,0,0,0.0,0.0,2025-05-10T14:00:00Z,0,0,0,0,0,0,0,0,False,17,0,0,0,0,36,0,1686,0,0,0,0.0,0,-18,95,113,45,False,0
49,Sávio 'Savinho' Moreira de Oliveira,MID,Man City,2.0,0,0,5,0,22.7,571,0.06,0.21,0.15,0.0,358,0,0,3.8,5.0,2025-05-10T14:00:00Z,14,0,0,0,0,0,0,0,False,17,0,0,0,0,36,0,269949,0,0,0,10.0,1,-41629,8373,50002,61,False,0
50,Emerson Palmieri dos Santos,DEF,West Ham,3.2,0,0,3,0,0.1,520,0.0,0.0,0.0,0.5,355,0,0,0.0,0.2,2025-05-11T13:15:00Z,7,0,0,0,0,0,0,0,False,14,0,0,0,0,36,0,64059,0,2,0,0.0,1,-1327,451,1778,44,False,0
51,Abdoulaye Doucouré,MID,Everton,2.2,1,0,18,0,11.8,217,0.02,0.02,0.0,0.64,352,1,0,3.4,20.0,2025-05-10T14:00:00Z,60,0,0,0,0,0,0,0,False,9,0,0,0,0,36,0,57157,1,3,1,2.0,5,-12383,2876,15259,51,False,0
52,Alfie Pond,DEF,Wolves,0.0,0,0,0,0,0.0,664,0.0,0.0,0.0,0.0,360,0,0,0.0,0.0,2025-05-10T14:00:00Z,0,0,0,0,0,0,0,0,False,5,0,0,0,0,36,0,83069,0,2,0,0.0,0,-1242,271,1513,39,True,0
53,José Malheiro de Sá,GK,Wolves,3.8,0,0,2,0,0.0,554,0.0,0.0,0.0,1.57,360,2,0,0.5,4.8,2025-05-10T14:00:00Z,90,0,0,0,0,0,0,0,False,5,0,0,0,0,36,0,340841,1,2,0,0.0,1,7264,14259,6995,44,True,0
54,Woyo Coulibaly,DEF,Leicester,-1.0,0,0,0,0,0.0,726,0.0,0.0,0.0,0.0,357,0,0,0.0,0.0,2025-05-11T13:15:00Z,0,0,0,0,0,0,0,0,False,16,0,0,0,0,36,0,2099,0,2,2,0.0,0,-42,39,81,40,False,0
55,Alexander Isak,FWD,Newcastle,5.5,0,0,6,1,3.4,401,0.03,0.35,0.32,0.69,356,0,0,7.1,1.6,2025-05-11T11:00:00Z,90,0,0,0,0,0,0,0,False,6,0,0,0,0,36,0,6861917,1,0,2,66.0,2,-257192,39851,297043,96,True,0
56,Yves Bissouma,MID,Spurs,0.8,0,0,3,0,0.8,482,0.0,0.0,0.0,1.37,359,1,0,0.7,5.8,2025-05-11T13:15:00Z,45,0,0,0,0,0,0,0,False,7,0,0,0,0,36,0,27093,0,2,0,0.0,1,-20,128,148,48,True,0
57,Conor Gallagher,MID,Chelsea,0.0,0,0,0,0,0.0,169,0.0,0.0,0.0,0.0,356,0,0,0.0,0.0,2025-05-11T11:00:00Z,0,0,0,0,0,0,0,0,False,15,0,0,0,0,36,0,14810,0,0,2,0.0,0,-12,0,12,59,False,0
58,Philip Billing,MID,Bournemouth,0.0,0,0,0,0,0.0,76,0.0,0.0,0.0,0.0,351,0,0,0.0,0.0,2025-05-10T16:30:00Z,0,0,0,0,0,0,0,0,False,2,0,0,0,0,36,0,4031,0,1,0,0.0,0,-9,0,9,48,True,0
59,Gonçalo Manuel Ganchinho Guedes,MID,Wolves,0.8,0,0,-2,0,2.1,548,0.01,0.53,0.52,0.91,360,1,0,1.2,0.0,2025-05-10T14:00:00Z,58,0,0,0,0,0,0,0,False,5,0,0,0,0,36,0,10468,1,2,0,13.0,1,-14,152,166,53,True,0
60,Brajan Gruda,MID,Brighton,3.5,0,0,21,0,3.6,595,0.01,0.61,0.6,0.08,360,0,1,5.4,32.6,2025-05-10T14:00:00Z,31,0,0,0,0,0,0,0,False,20,0,0,0,0,36,0,3101,0,2,0,18.0,6,-1,52,53,54,False,0
61,Rodrigo 'Rodri' Hernandez,MID,Man City,0.0,0,0,0,0,0.0,360,0.0,0.0,0.0,0.0,358,0,0,0.0,0.0,2025-05-10T14:00:00Z,0,0,0,0,0,0,0,0,False,17,0,0,0,0,36,0,86455,0,0,0,0.0,0,-59,73,132,62,False,0
62,Đorđe Petrović,GK,Chelsea,0.0,0,0,0,0,0.0,183,0.0,0.0,0.0,0.0,356,0,0,0.0,0.0,2025-05-11T11:00:00Z,0,0,0,0,0,0,0,0,False,15,0,0,0,0,36,0,17030,0,0,2,0.0,0,-25,0,25,44,False,0
63,Justin Devenny,MID,Crystal Palace,0.8,0,0,3,0,0.4,645,0.0,0.0,0.0,0.11,359,0,0,0.1,0.8,2025-05-11T13:15:00Z,3,0,0,0,0,0,0,0,False,18,0,0,0,0,36,0,8955,0,2,0,0.0,1,-130,46,176,45,False,0
64,Craig Dawson,DEF,Wolves,0.0,0,0,0,0,0.0,542,0.0,0.0,0.0,0.0,360,0,0,0.0,0.0,2025-05-10T14:00:00Z,0,0,0,0,0,0,0,0,False,5,0,0,0,0,36,0,14580,0,2,0,0.0,0,-64,58,122,42,True,0
65,Jordan Ayew,MID,Leicester,1.8,0,0,7,0,16.0,192,0.04,0.04,0.0,1.23,357,2,0,2.8,11.6,2025-05-11T13:15:00Z,60,0,0,0,0,0,0,0,False,16,0,0,0,0,36,0,17986,1,2,2,0.0,2,-841,224,1065,51,False,0
66,Marcos Senesi,DEF,Bournemouth,0.5,0,0,2,0,0.4,79,0.0,0.03,0.03,0.0,351,0,0,0.7,2.8,2025-05-10T16:30:00Z,14,0,0,0,0,0,0,0,False,2,0,0,0,0,36,0,33716,0,1,0,4.0,1,78,618,540,46,True,0
67,Genesis Antwi,DEF,Chelsea,-0.5,0,0,0,0,0.0,787,0.0,0.0,0.0,0.0,356,0,0,0.0,0.0,2025-05-11T11:00:00Z,0,0,0,0,0,0,0,0,False,15,0,0,0,0,36,0,353,0,0,2,0.0,0,12,21,9,40,False,0
68,Kiernan Dewsbury-Hall,MID,Chelsea,-0.3,0,0,0,0,0.0,166,0.0,0.0,0.0,0.0,356,0,0,0.0,0.0,2025-05-11T11:00:00Z,0,0,0,0,0,0,0,0,False,15,0,0,0,0,36,0,12765,0,0,2,0.0,0,4,61,57,55,False,0
69,Kaine Kesler-Hayden,DEF,Aston Villa,0.0,0,0,0,0,0.0,43,0.0,0.0,0.0,0.0,351,0,0,0.0,0.0,2025-05-10T16:30:00Z,0,0,0,0,0,0,0,0,False,3,0,0,0,0,36,0,876,0,1,0,0.0,0,-3,0,3,40,False,0
70,João Cavaco Cancelo,DEF,Man City,0.0,0,0,0,0,0.0,353,0.0,0.0,0.0,0.0,358,0,0,0.0,0.0,2025-05-10T14:00:00Z,0,0,0,0,0,0,0,0,False,17,0,0,0,0,36,0,22156,0,0,0,0.0,0,-11,0,11,53,False,0
71,Maxwel Cornet,MID,Southampton,0.0,0,0,0,0,0.0,515,0.0,0.0,0.0,0.0,358,0,0,0.0,0.0,2025-05-10T14:00:00Z,0,0,0,0,0,0,0,0,False,13,0,0,0,0,36,0,2165,0,0,0,0.0,0,-6,0,6,47,True,0
72,Jefferson Lerma Solís,MID,Crystal Palace,1.2,0,0,7,1,14.4,206,0.13,0.2,0.07,0.52,359,0,0,5.2,17.4,2025-05-11T13:15:00Z,60,0,0,0,0,0,0,0,False,18,0,0,0,0,36,0,7043,1,2,0,20.0,2,-422,39,461,48,False,1
73,Jannik Vestergaard,DEF,Leicester,-1.0,0,0,0,0,0.0,307,0.0,0.0,0.0,0.0,357,0,0,0.0,0.0,2025-05-11T13:15:00Z,0,0,0,0,0,0,0,0,False,16,0,0,0,0,36,0,175989,0,2,2,0.0,0,-2599,224,2823,39,False,0
74,Jacob Wright,MID,Man City,0.0,0,0,0,0,0.0,671,0.0,0.0,0.0,0.0,358,0,0,0.0,0.0,2025-05-10T14:00:00Z,0,0,0,0,0,0,0,0,False,17,0,0,0,0,36,0,1078,0,0,0,0.0,0,-11,0,11,45,False,0
75,Luke Thomas,DEF,Leicester,1.2,0,0,-5,0,14.9,305,0.17,0.17,0.0,1.23,357,2,0,2.5,5.6,2025-05-11T13:15:00Z,76,0,0,0,0,0,0,0,False,16,0,0,0,0,36,0,163587,1,2,2,4.0,0,-1321,1823,3144,39,False,1
76,Bruno Borges Fernandes,MID,Man Utd,1.8,0,0,19,0,65.4,366,0.42,0.56,0.14,1.56,355,2,0,9.3,19.6,2025-05-11T13:15:00Z,90,0,0,0,0,0,0,0,False,19,0,0,0,0,36,0,1821140,1,2,0,8.0,2,-80734,74931,155665,85,True,0
77,Adam Smith,DEF,Bournemouth,2.0,0,0,-4,0,1.8,81,0.01,0.01,0.0,0.98,351,1,0,0.2,0.2,2025-05-10T16:30:00Z,69,0,0,0,0,0,0,0,False,2,0,0,0,0,36,0,14933,1,1,0,0.0,1,-125,156,281,44,True,1
78,Miodrag Pivaš,DEF,Newcastle,0.0,0,0,0,0,0.0,574,0.0,0.0,0.0,0.0,356,0,0,0.0,0.0,2025-05-11T11:00:00Z,0,0,0,0,0,0,0,0,False,6,0,0,0,0,36,0,6364,0,0,2,0.0,0,-16,0,16,40,True,0
79,Billy Gilmour,MID,Brighton,0.0,0,0,0,0,0.0,124,0.0,0.0,0.0,0.0,360,0,0,0.0,0.0,2025-05-10T14:00:00Z,0,0,0,0,0,0,0,0,False,20,0,0,0,0,36,0,3769,0,2,0,0.0,0,-2,0,2,50,False,0
80,Rasmus Højlund,FWD,Man Utd,3.2,0,0,-4,0,3.3,375,0.01,1.32,1.31,1.56,355,2,0,7.2,0.0,2025-05-11T13:15:00Z,90,0,0,0,0,0,0,0,False,19,0,0,0,0,36,0,118940,1,2,0,70.0,2,-520,2635,3155,69,True,0
81,Callum Wilson,FWD,Newcastle,1.5,0,0,3,0,1.0,421,0.0,0.0,0.0,0.0,356,0,0,0.1,0.0,2025-05-11T11:00:00Z,1,0,0,0,0,0,0,0,False,6,0,0,0,0,36,0,17331,0,0,2,0.0,1,-1060,384,1444,69,True,0
82,Crysencio Summerville,MID,West Ham,0.0,0,0,0,0,0.0,587,0.0,0.0,0.0,0.0,355,0,0,0.0,0.0,2025-05-11T13:15:00Z,0,0,0,0,0,0,0,0,False,14,0,0,0,0,36,0,33139,0,2,0,0.0,0,-38,38,76,55,False,0
83,Claudio Echeverri,MID,Man City,1.0,0,0,0,0,0.0,785,0.0,0.0,0.0,0.0,358,0,0,0.0,0.0,2025-05-10T14:00:00Z,0,0,0,0,0,0,0,0,False,17,0,0,0,0,36,0,442,0,0,0,0.0,0,22,50,28,58,False,0
84,Jesurun Rak-Sakyi,MID,Crystal Palace,0.0,0,0,0,0,0.0,213,0.0,0.0,0.0,0.0,359,0,0,0.0,0.0,2025-05-11T13:15:00Z,0,0,0,0,0,0,0,0,False,18,0,0,0,0,36,0,2951,0,2,0,0.0,0,-5,0,5,45,False,0
85,Oliver Skipp,MID,Leicester,0.0,0,0,2,0,1.3,501,0.0,0.0,0.0,1.23,357,2,0,1.4,10.8,2025-05-11T13:15:00Z,59,0,0,0,0,0,0,0,False,16,0,0,0,0,36,0,4222,1,2,2,2.0,1,-4,15,19,47,False,0
86,Tomáš Souček,MID,West Ham,5.0,0,2,34,1,1.3,530,0.0,0.59,0.59,2.28,355,0,1,10.0,61.8,2025-05-11T13:15:00Z,90,0,0,0,0,0,0,0,False,14,0,0,0,0,36,0,155300,1,2,0,37.0,10,-2550,1501,4051,48,False,0
87,Taylor Harwood-Bellis,DEF,Southampton,1.2,0,0,22,1,0.3,461,0.01,0.01,0.0,1.82,358,0,0,2.0,19.6,2025-05-10T14:00:00Z,90,0,0,0,0,0,0,0,False,13,0,0,0,0,36,0,497181,1,0,0,0.0,6,-11957,1797,13754,39,True,0
88,Alphonse Areola,GK,West Ham,4.0,0,1,30,1,0.0,513,0.0,0.0,0.0,2.28,355,0,0,4.4,44.0,2025-05-11T13:15:00Z,90,0,0,0,0,0,0,0,False,14,0,0,0,0,36,5,783944,1,2,0,0.0,8,-1735,12774,14509,42,False,0
89,Lisandro Martínez,DEF,Man Utd,0.0,0,0,0,0,0.0,380,0.0,0.0,0.0,0.0,355,0,0,0.0,0.0,2025-05-11T13:15:00Z,0,0,0,0,0,0,0,0,False,19,0,0,0,0,36,0,259473,0,2,0,0.0,0,-1188,16,1204,43,True,0
90,Richarlison de Andrade,FWD,Spurs,2.0,0,0,0,0,0.0,497,0.0,0.0,0.0,0.0,359,0,0,0.0,0.0,2025-05-11T13:15:00Z,0,0,0,0,0,0,0,0,False,7,0,0,0,0,36,0,44045,0,2,0,0.0,0,130,1145,1015,68,True,0
91,Iwan Morgan,FWD,Brentford,0.5,0,0,0,0,0.0,780,0.0,0.0,0.0,0.0,353,0,0,0.0,0.0,2025-05-10T14:00:00Z,0,0,0,0,0,0,0,0,False,10,0,0,0,0,36,0,2903,0,1,0,0.0,0,81,282,201,45,False,0
92,Joško Gvardiol,DEF,Man City,6.2,0,0,24,1,10.9,350,0.08,0.15,0.07,0.1,358,0,0,4.7,10.2,2025-05-10T14:00:00Z,90,0,0,0,0,0,0,0,False,17,0,0,0,0,36,0,4289282,1,0,0,26.0,6,415427,428211,12784,64,False,0
93,Harry Clarke,DEF,Ipswich,0.0,0,0,0,0,0.0,266,0.0,0.0,0.0,0.0,353,0,0,0.0,0.0,2025-05-10T14:00:00Z,0,0,0,0,0,0,0,0,False,4,0,0,0,0,36,0,5340,0,1,0,0.0,0,-56,0,56,40,True,0
